Nome/Razão Social;Data de Publicação do Ato;Nome do Município;UF
NILMAR DA SILVA COSTA - ME;13/03/2017;Grajaú;MA
VOXX TELECOM LTDA - ME;23/06/2010;Porecatu;PR
LIDER TELECOMUNICACOES EIRELI - ME;22/06/2016;Cariacica;ES
ABLIX TELECOM LTDA - ME;17/03/2017;Uberlândia;MG
LGCA TELECOM LTDA - EPP;31/10/2012;Sapucaia do Sul;RS
WEB FIBRA TELECOMUNICAÇÕES LTDA - ME;19/09/2014;Itupeva;SP
NJS TELECOM LTDA;17/08/2011;Santa Cruz do Sul;RS
GOMES E TORRES COMERCIO DE INFORMATICA LTDA - ME;10/04/2012;São Gabriel da Cachoeira;AM
RONNY.NET LTDA  - ME;18/01/2017;Nova Olinda;CE
VIVA TELECOMUNICACOES LTDA  - ME;07/03/2014;Constantina;RS
ENTERPRISE INFORMATICA & TELECOMUNICACOES LTDA - ME;06/09/2016;Maceió;AL
ALGAR TELECOM S/A;15/01/2009;Uberlândia;MG
ETREX TECNOLOGIA DIGITAL LTDA ME;12/02/2010;Americana;SP
BK TELECOMUNICAÇÕES LTDA - ME;17/04/2014;Aracaju;SE
FRANCISCO ADSON DE MELO SOARES - ME;22/05/2015;São Sebastião de Lagoa de Roça;PB
LEANDRO BETOVO SANTOS DE ALBUQUERQUE - ME;28/11/2016;Ipojuca;PE
JOBSON LUIS MELO DE NEGREIROS;31/10/2012;Taquaritinga do Norte;PE
MARCIANO GREIN BENINCA ME;28/10/2014;Itaiópolis;SC
ENTRE RIOS SERVI OS DE INFORM TICA LTDA  - ME;10/10/2016;Entre Rios do Oeste;PR
LINK CENTRO DE INFORMATICA LTDA ME;12/03/2010;São Pedro;SP
E. SILVA AZEDO EIRELI - ME;20/07/2016;Cabo de Santo Agostinho;PE
J E PROVEDOR DE REDE DE COMUNICAÇÃO LTDA - ME;07/03/2016;Nova Iguaçu;RJ
NET FULL TELECOMUNICACOES LTDA . - ME;07/03/2016;Parnaíba;PI
PROSERVER TELECOMUNICACOES LTDA;08/08/2007;Santo Cristo;RS
JOÃO PAULO FARIAS DE ARAUJO EIRELI - ME;30/11/2015;Manaus;AM
D. OKAMOTO KAMIDE - SCM;14/12/2012;Santo Antônio da Platina;PR
MARCIA M DA S BARROS - ME;14/11/2016;Recife;PE
K2 TELECOM E MULTIMIDIA LTDA ME;12/02/2010;Cachoeiras de Macacu;RJ
Perseus do brasil serviços de tecnologia da informação ltda;18/09/2013;São Paulo;SP
FERNANDO NET & TELECOMUNICACOES LTDA;27/07/2009;Valparaíso de Goiás;GO
CARNAUBANET LTDA;10/07/2008;Campo Maior;PI
PONTO WIFI LTDA ME;21/09/2011;Vila Velha;ES
FLORIANI INFORMATICA LTDA ME;22/03/2010;Rio dos Cedros;SC
CWMC TELECOM LTDA - ME;14/08/2017;Itaquaquecetuba;SP
D1 TELECOMUNICACOES LTDA - ME;29/12/2016;Viamão;RS
JR CONECT SERVICOS E SOLUCOES LTDA - ME;03/08/2016;São José do Alegre;MG
RG3.NET COMERCIO E SERVICOS LTDA.;28/12/2010;Feira de Santana;BA
J. R. RIBEIRO DIAS - ME;01/02/2016;Pinheiro;MA
J P DA SILVA PROVEDOR DE INTERNET - ME;12/12/2016;Vitória de Santo Antão;PE
LINK EXPLORER TELECOMUNICACAO LTDA ;29/04/2008;Luziânia;GO
GISLAINE AURIEME FERNANDES - ME;18/05/2017;Belo Horizonte;MG
NET LUZ PROVEDOR E SERVIÇOS LTDA - ME;20/04/2016;Fortaleza;CE
WODNET TELECOMUNICACOES LTDA - ME;29/08/2017;Ipaussu;SP
T NET INTERNET E SOLUÇÕES LTDA;23/10/2013;Fortaleza;CE
CÍCERO LUIZ DE SOUZA - ME;03/02/2016;Uruaçu;GO
ACE COMÉRCIO E SERVIÇOS DE INFORMÁICA LTDA - ME;24/03/2016;Fortaleza;CE
JUPITER TELECOMUNICACOES E INFORMATICA LTDA;21/01/2003;Imperatriz;MA
VOIPGLOBE SERVICOS DE COMUNICACAO MULTIMIDIA VIA INTERNET LTDA;10/06/2009;Duque de Caxias;RJ
HSP COMERCIO E SERVICOS TELECOM LTDA - ME;05/08/2016;São Paulo;SP
ELOIR PEREIRA DE OLIVEIRA JUNIOR - ME;18/12/2012;Esmeraldas;MG
AP SOLUCOES EM INFORMATICA E NETWORK LTDA - ME;29/03/2017;Jangada;MT
MELKYS RODRIGUES DA LUZ - ME;03/05/2017;Fortaleza;CE
V M P TELECOMUNICACOES LTDA - EPP  ;20/09/2013;Guaxupé;MG
G & S INFORNET LTDA - ME;24/12/2014;Coronel Fabriciano;MG
J. BENTO LINDOSO JUNIOR;06/09/2011;São Luís;MA
CPNET COMÉRCIO E SERVIÇOS DE TELECOMUNICAÇÕES LTDA;27/03/2008;Cunha Porã;SC
Z5 TELECOM SERVICOS E COMERCIO LTDA;24/03/2017;Angra dos Reis;RJ
HENRIQUE HONORIO PEREIRA CABRAL - ME;11/08/2016;Chuí;RS
ODAIR GUAREZE;11/07/2014;Flores da Cunha;RS
BRUNO PAES PEDRO - ME;19/11/2015;Itariri;SP
EVERALDO RODRIGUES MENEZES - ME;11/02/2015;Manaus;AM
PROVEDOR DE INTERNET DE ANAPU LTDA ;25/08/2011;Anapu;PA
G H DA SILVA COMUNICACAO - ME;09/06/2017;Paudalho;PE
DIGIMAX COMERCIO E SERVICOS EIRELI - ME;02/06/2017;Fortaleza;CE
MARCOS LUIZ DE ALMEIDA;17/10/2016;Borda da Mata;MG
L. C. THOMASINI COMUNICACOES - ME;03/05/2017;Avanhandava;SP
L F F DE CARVALHO ME;23/07/2012;Maceió;AL
RENONET PROVEDOR LTDA - ME;26/01/2010;Lagamar;MG
GMAES TECNOLOGIA LTDA - ME;18/11/2013;Itajaí;SC
DAL MORA & CIA LTDA - EPP;30/11/2015;Nova Mutum;MT
CLEITON CORREIA DE SOUZA - ME;10/10/2016;Campo Grande;MS
HUGO EIKITI IIDA - ME;24/01/2014;Pirapora;MG
A V DA SILVA JUNIOR - ME;04/02/2016;São José de Ribamar;MA
WSP Progresso e Serviços:de Telecomunicação LTDA - ME;09/05/2016;Novo Progresso;PA
HIGHWINDS DO BRASIL TELECOMUNICACOES LTDA;06/12/2010;São Paulo;SP
CAMP ASSISTENCIA TECNICA LTDA ME;23/10/2007;Taquara;RS
A. R. LEOPOLDINO - TELECOM;24/01/2014;Maringá;PR
CONECTA TELECOM LTDA - ME;03/08/2016;Conceição do Coité;BA
F & M NET LTDA - ME;29/09/2015;Cumaru do Norte;PA
M R SERVIÇOS DE INTERNET, TV POR ASSINATURA LTDA - ME;14/10/2016;Angra dos Reis;RJ
POSSEIDON PRODUTOS PARA INFORMATICA LTDA - ME;08/06/2011;Capinzal;SC
REDE G2 LTDA ME;22/07/2011;Tupaciguara;MG
NETWARE TELECOMUNICACOES E INFORMATICA LTDA - EPP;14/10/2010;Campo Grande;MS
MOB SERVICOS DE TELECOMUNICACOES LTDA;19/05/2010;Fortaleza;CE
AMPLANET LTDA;21/01/2010;Teresina;PI
GIGANET TELECOM LTDA  - ME;11/10/2016;Araxá;MG
ANGELA MARIA RHEINHEIMER;25/10/2013;Céu Azul;PR
L BARTH INTERNET - ME.;08/09/2016;Santa Leopoldina;ES
SUPERLUC INFORMATICA LTDA;02/10/2015;Guaporé;RS
G V DOS ANJOS;30/03/2016;Porto Velho;RO
ITS TELECOMUNICACOES LTDA ME;27/06/2008;Salvador;BA
BRASIL NET EMPREENDIMENTOS LTDA  - ME;15/01/2014;Balsas;MA
N. A. INFORMATICA LTDA - ME;21/02/2013;Estrela;RS
J. R. DA SILVA ALMEIDA ME;02/03/2015;Buíque;PE
IMPACTNET INSTALADORA DE EQUIPAMENTOS DE COMUNICACAO LTDA;13/04/2017;Curitiba;PR
BESSA E SANTOS LTDA ME;26/11/2013;Tefé;AM
BOMBA NET LTDA -ME;13/08/2015;Recife;PE
WORLD WIFI TELECOMUNICAÇÕES LTDA ME;14/07/2015;Francisco Morato;SP
SEBASTIAO AUGUSTO RODRIGUES DE MESQUITA - ME;06/09/2016;Quixeramobim;CE
THIAGO BORSATO NAZZI - ME;15/08/2012;Fernandópolis;SP
VC TECNOLOGIA LTDA;03/10/2016;Maceió;AL
ALB INTERNET & INFORMÁTICA LTDA - EPP;11/03/2010;Itanhaém;SP
STAR NET COMUNICAÇÃO MULTIMÍDIA LTDA - ME;28/12/2010;Limeira;SP
SONIC TELECOMUNICACOES LTDA - ME ;20/06/2011;Imbituba;SC
SERVICOS DE PROVEDORES DE ACESSO AS REDES DE TELECOMUNICACOES KAIRONANET LTDA;26/06/2008;Pentecoste;CE
ARAGUARY CELTA CONECT LTDA-ME  - ME;18/08/2016;Ferreira Gomes;AP
FÁBIO DE A GUEDES-ME;29/06/2011;Cruzeta;RN
NEOLOG TECNOLOGIA LTDA - ME;13/11/2013;Grajaú;MA
MIRAGEM NET RN LTDA - ME;16/02/2017;Lagoa de Velhos;RN
WRNET LTDA - ME;24/07/2009;Mallet;PR
TERRACEL PROVEDOR DE INTERNET LTDA;22/12/2014;Baixo Guandu;ES
BRFIBRA TELECOMUNICACOES LTDA;05/09/2002;Porto Alegre;RS
ALANHOUSE INFO LTDA - ME;24/02/2017;Duque de Caxias;RJ
LUIZ PAULO PANDOLFI CAPRINI - ME;14/04/2015;Águia Branca;ES
D.Z. DA ROCHA - ME;09/06/2014;Tupanatinga;PE
PROTEK INFORMATICA LTDA - ME;24/08/2015;General Carneiro;PR
CYBERNET COMERCIO E SERVIÇOS DE INFORMATICA LTDA;15/10/2009;Planura;MG
ACOM DIGITAL COMERCIO E SERVICO DE INFORMATICA E TELECOMUNICACOES LTDA ME;17/01/2011;Wanderley;BA
MARCOS CARRILHO CERVANTES - EPP;20/08/2010;Tucuruí;PA
GM TELECOM E INFORMATICA LTDA - ME;18/12/2013;Prata;MG
OPTIMO TECNOLOGIA DA INFORMAÇÃO LTDA - ME;19/08/2014;Barreiras;BA
FALKLAND TECNOLOGIA EM TELECOMUNICAÇÕES LTDA;19/08/2005;São Paulo;SP
EBER ADRIEL CREPALDI PERNAS - ME;11/05/2016;Itajobi;SP
NET TRIÂNGULO TELECOM LTDA - ME;30/08/2012;Perdizes;MG
CURIO NET INFORMÁTICA E TELECOMUNICAÇÕES LTDA - ME;30/11/2015;Fortaleza;CE
ADRIANO RIBEIRO MENEGILDO - ME;15/04/2015;Santa Rita;PB
CONECTA TELECOM LTDA - ME;22/08/2013;Quedas do Iguaçu;PR
SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO;12/11/2004;Brasília;DF
ELETRICNET TELECOMUNICACOES LTDA;11/01/2017;Rodeio Bonito;RS
FASTWAN TELECOMUNICACOES E COMERCIO LTDA - ME;06/10/2009;Valinhos;SP
SIGNALLINK INFORMATICA LTDA;24/05/2004;Curitiba;PR
VELOX NETWORK TECNOLOGIA LTDA - ME;24/12/2014;Itapuranga;GO
D & R COMÉRCIO DE INFORMÁTICA E EQUIPAMENTOS ELETRÔNICOS LTDA - ME;08/05/2015;Brasília;DF
MINASNET SERVICOS DE PROVEDOR DE INTERNET LTDA;05/05/2009;Perdões;MG
SPEEDNET TELECOM SERVIÇOS LTDA - ME;14/11/2016;Maceió;AL
IRINEU JUSTINO FILHO - ME;06/01/2017;Mossoró;RN
FRANCISCO DE MATOS COSTA JUNIOR - ME;18/02/2014;Contagem;MG
ARREBENTA TELECOM LTDA - ME;10/04/2017;Eldorado do Carajás;PA
AZEVEDO & FLORIANI TELECOMUNICACOES LTDA;13/07/2009;Balneário Piçarras;SC
S. SANCHEZ GOMES DA SILVA & CIA LTDA - ME;04/05/2017;São José dos Quatro Marcos;MT
NOVINET TELECOM LTDA - ME;22/03/2013;Itaúna;MG
HOME FIBRA TELECOMUNICACOES LTDA.  - ME;26/07/2016;Camanducaia;MG
MASTER DATA TELECOMUNICAÇÕES LTDA;09/02/2011;Prata;MG
S NET CONECTION PROVEDOR DE INTERNET LTDA - ME;11/07/2014;Campina Grande;PB
GENIUS ON LINE - TELECOMUNICAÇÕES;21/10/2005;Américo Brasiliense;SP
MEGAZIP INTERNET SOLUTIONS LTDA;17/11/2010;Pirapetinga;MG
SPEED VALLEY TECNOLOGIA E SERVICOS DE TELECOMUNICACAO EIRELI - EPP;26/09/2016;Barra do Piraí;RJ
DVL INTERNET WIRELESS LTDA;08/06/2011;Cornélio Procópio;PR
JOHANES KLER FELEMA COMUNICAÇÕES - ME;18/09/2015;Ivaí;PR
DIGITUS NET INTERNET LTDA - ME;13/10/2014;Teixeira;PB
MK VEX LTDA - ME;12/11/2014;Parelhas;RN
INTERVIX TELECOM EIRELI - ME;19/11/2014;Cariacica;ES
J R DA PAZ JÚNIOR - ME;03/12/2014;Caruaru;PE
J C G SILVA INFORMATICA EIRELI  - ME;20/10/2016;Bom Jesus do Tocantins;PA
HITV LOCACAO DE EQUIPAMENTOS DE VIDEO, AUDIO E CINEMATOGRAFICOS LTDA;06/09/2007;Curitiba;PR
RICARDO SANTOS DE JESUS & CIA LTDA - ME;19/08/2016;Mineiros;GO
A.C.RAMOS TELECOMUNICAÇÕES - ME;02/03/2015;Marcelândia;MT
EDNA ROSANA LIMA DOS SANTOS;27/06/2008;Campina Grande;PB
DAISY SISNANDO AVELINO - ME;01/02/2017;Araripe;CE
XP TECNOLOGIA LTDA - ME ;21/01/2015;Guarujá;SP
IGUACUNET SERVICOS DE INTERNET LTDA - ME;18/03/2013;Mangueirinha;PR
COSTA ESMERALDA NET LTDA ME;24/09/2010;Itapema;SC
ROCHA & PORTES LTDA.;14/10/2010;Pitanga;PR
HI TECH NET LTDA - ME;11/04/2013;Ribeirãozinho;MT
PEDRO F. ARRUDA JÚNIOR - ME;16/05/2016;Jaboatão dos Guararapes;PE
SOMA INVESTIMENTOS - SERVICO DE VOZ DIGITAL LTDA ;25/01/2012;Porto Alegre;RS
CRICCA COMERCIAL LTDA - ME;04/02/2010;Bueno Brandão;MG
MIO SERVICOS DE TELECOMUNICACOES PATOS LTDA - ME;22/11/2016;Patos;PB
A. S. BRIZOLA PROVEDOR E ELETRONICA ME;08/06/2015;Vila Rica;MT
JULIO CESAR DAS NEVES - ME;13/02/2017;Jaboatão dos Guararapes;PE
4W NET ES TELECOMUNICAÇÕES EIRELI - ME ;07/03/2016;Boa Vista;RR
FLASH NET BRASIL TELECOM LTDA;16/06/2011;Votuporanga;SP
RD NET - TELECOMUNICACOES - LTDA - EPP;30/01/2008;Altinópolis;SP
HOFFMANN E CAREZIA TELECOM LTDA ME;13/03/2014;Barão de Cotegipe;RS
UTIL PROVEDOR DE INTERNET LTDA - ME - ME;16/05/2016;São José do Rio Claro;MT
TECWAYRIO SERVICOS DE CONSULTORIA E TELECOMUNICACOES E COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA;04/02/2010;Rio de Janeiro;RJ
CLEYCIANE DOS SANTOS PAULINO - ME;07/12/2016;Fortaleza;CE
IAGO GUERRA RESENDE COMUNICACOES - ME;17/03/2017;Custódia;PE
FLYBYTE COMUNICACAO MULTIMIDIA LTDA.;10/06/2009;Taquara;RS
A. F. DE ASSUNCAO PEREIRA & CIA LTDA - ME;17/11/2016;Luís Correia;PI
ZAPELINI & CIA LTDA ME;19/04/2013;Lages;SC
FIBER NET SERVICOS DE COMUNICACAO LTDA - ME;11/10/2016;São Vicente;SP
VIA SUL PROVEDOR DE ACESSO A INTERNET LTDA - ME;19/02/2016;Bento Gonçalves;RS
4IP TECNOLOGIA LTDA - ME;02/03/2015;São Paulo;SP
FRANCISCA EDILEUZA MELO ME;20/08/2010;Groaíras;CE
INTERCOMM SERVICOS DE INTERNET LTDA - ME;10/06/2009;Ponta Grossa;PR
NETMONTES TELECOMUNICAÇÕES E SERVIÇOS LTDA - ME;24/07/2015;Montes Claros;MG
CENTRO DE NEGOCIOS CONTEMPORANEO LTDA - ME;13/03/2017;Porto Velho;RO
CORADI TELECOMUNICACAO LTDA - ME;18/08/2016;Vila Velha;ES
DMC4 NET LTDA - ME;20/01/2017;Maricá;RJ
WASHINGTON LACERDA DE SOUSA - ME;27/07/2016;Teresina;PI
TECEL SERVICOS DE INTERNET LTDA - ME;31/01/2013;Crateús;CE
JOAO JERONIMO SOBRINHO - ME;13/12/2016;Natal;RN
DAMIAO GOMES VICENTE;01/12/2016;São José de Mipibu;RN
NEW TECNOLOGIA DA INFORMAÇÃO LTDA ME;12/12/2013;Vargem Alta;ES
AD WAVE INFORMATICA LTDA - ME;24/04/2017;Tucano;BA
W3 COMERCIO EQUIPAMENTOS INTERNET EIRELI - ME;17/02/2016;Alta Floresta;MT
NETCOM TERESOPOLIS INFORMATICA E INTERNET LTDA;09/03/2010;Teresópolis;RJ
UPNET PROVEDOR DE ACESSO E TELECOMUNICAÇÕES LTDA - ME;11/03/2015;Brasília;DF
AMAZONET SERVIÇOS DE INFORMÁTICA LTDA - ME;24/07/2015;Manaus;AM
AS FIBER SCM EIRELI - EPP;22/11/2016;Mondaí;SC
TRES MARIAS NET LTDA;06/07/2010;Três Marias;MG
T. M. DA SILVA PROVEDOR - ME;03/03/2016;Maracanaú;CE
ORIVAN LUIS DA COSTA REIS - ME;31/07/2014;Anicuns;GO
F E MARQUES - ME;16/10/2017;Jucás;CE
KERAXWEB SERVIÇOS DE INTERLIGAÇÃO E INTERNET  LTDA;06/12/2010;São Paulo;SP
COMLÓGICA COMÉRCIO DE IMPLANTAÇÃO TECNOLÓGICA & TELECOMUNICAÇÕES LTDA ;29/08/2006;São Gonçalo;RJ
MUNDO DIGITAL INFORMÁTICA LTDA ME;14/07/2011;Uruará;PA
RG LOCACAO E INFORMATICA LTDA ME;17/11/2010;Belo Horizonte;MG
Planeta net telecom e serviços  LTDa;18/12/2013;Independência;CE
GODOY TELECOMUNICACOES E INFORMATICA LTDA ME;22/12/2009;Itapipoca;CE
MARLENE ARRAIS - ME;13/04/2017;São Julião;PI
WMA CONNECT LTDA - ME;18/05/2017;Vila Velha;ES
3.I. TELECOM LTDA - ME;25/08/2011;Bom Jesus da Penha;MG
CBR TELECOMUNICAÇÕES LTDA - ME;21/07/2015;Itamogi;MG
NETTEL TELECOMUNICACOES LTDA.;29/08/2008;Araruama;RJ
MAURO SERGIO DE SOUSA LIMA;08/05/2015;Paraibano;MA
OI MÓVEL S.A. - EM RECUPERAÇÃO JUDICIAL ;08/12/2005;Brasília;DF
JOSE IRIVALDO DO ESPIRITO SANTO - ME;28/08/2017;Praia Grande;SP
LX7 TECNOLOGIA LTDA - ME;03/02/2015;Joanópolis;SP
HALLEN INSTALACOES DE EQUIPAMENTOS DE TELECOMUNICACOES LTDA - EPP;18/09/2015;Vitória;ES
FERNANDO LUIZ BERNARDI & CIA LTDA - ME;06/10/2017;Xanxerê;SC
INTELIX TECNOLOGIA EIRELI;24/06/2015;Limeira;SP
PRIMEIRO MUNDO NET LTDA-ME;21/02/2013;Luziânia;GO
NET LIDER LTDA. - ME ;25/06/2014;Forquilhinha;SC
T.C.A INFORMATICA LTDA - EPP;29/07/2014;Taquara;RS
CRISTIANE ALVES GONZAGA MULTIMIDIA - ME;05/05/2017;Senador Pompeu;CE
FERNANDA CRISTINA RUIZ MATIAZZO - ME;30/08/2012;Itapetininga;SP
JOSILDO JOAO TENORIO ME;01/04/2014;Passira;PE
CENTRO NET SOLUÇÕES EM TECNOLOGIA LTDA - ME;19/02/2016;São Pedro do Sul;RS
SANTANNANET LTDA;19/12/2014;São João da Mata;MG
BR - SISTEMAS DE COMUNICAÇÕES LTDA - ME;07/08/2009;Jandaia do Sul;PR
LINKBRASIL TELECOM LTDA - ME;06/10/2010;Imperatriz;MA
I T DE SOUZA TELECOMUNICACOES - ME;27/09/2016;Parnaíba;PI
SIGHAWEB TÉCNICA EM INFORMÁTICA E MULTIMÍDIA LTDA;21/02/2013;Novo Hamburgo;RS
AMIRES GARCIA MAROLDI ME;25/02/2013;Planaltina do Paraná;PR
MULTIPLA SERVICOS INTELIGENTES LTDA;16/09/2010;Piraí;RJ
GOLD TELECOM LTDA - ME;16/10/2015;São Gotardo;MG
RODRIGO NOVAIS DA COSTA - ME;18/05/2015;Jales;SP
MUSSEL NET TELECOMUNICACOES EIRELI - ME;03/01/2017;Rio de Janeiro;RJ
ARENA DIGITAL PROVEDOR DE INTERNET LTDA.-ME;02/02/2015;Castro;PR
JOSE WILLIAMS DA SILVA SANTOS - ME;27/07/2016;Fortaleza;CE
NTC COMUNICAÇÕES LTDA - ME;31/01/2013;Itaquaquecetuba;SP
L GONZAGA JUNIOR SERVIÇOS DE INTERNET - ME;27/05/2014;Martins;RN
RS INTERNET LTDA - ME;27/07/2016;Guaíba;RS
UNIX INFORMATICA LTDA.;10/05/2012;Curitiba;PR
RIBERNET COMUNICACOES LTDA.;01/06/2010;Ribeirão Preto;SP
MSA TELECOMUNICACAO LTDA - ME;26/09/2017;Marialva;PR
PRIME TELECOMUNICACOES EIRELI - ME;14/07/2011;Canoas;RS
P. A. THOMAZ MARCELINO & CIA LTDA - EPP;06/04/2017;Santana do Araguaia;PA
R. A DE SOUSA COMERCIO E SERVICOS - ME;17/11/2016;Mamonas;MG
ANDRE LUIS SALES COSTA;29/09/2016;Fortaleza;CE
V. P. CARVALHO NETO - ME;17/04/2015;Buriti dos Lopes;PI
GK NETWORK LTDA - ME;22/06/2016;Trindade;GO
UNIVERSO ONLINE LTDA - ME;20/02/2014;Lagoa Santa;MG
SOLNET PRESTACAO DE SERVICOS DE INETRNET LTDA;11/04/2013;Cedro;CE
HAY TELECOM - EIRELI - EPP;14/06/2017;Campinas;SP
SUACUÍ INTERNET LTDA - ME;19/05/2014;Santa Maria do Suaçuí;MG
IDEAL LINS SERVIÇOS E COMERCIO LTDA - ME;04/07/2016;Itamarati de Minas;MG
JONATAS LIMA DOS SANTOS LTDA - ME;11/05/2016;Araguacema;TO
MEGA NET SERVICOS EM INTERNET E INFORMATICA LTDA - EPP;01/12/2016;Campina Grande;PB
REDENET PROVEDOR LTDA-ME;20/11/2015;Colatina;ES
FJR TELECOMUNICACOES LTDA ME ;22/09/2009;Poço Fundo;MG
CIT INFORMATICA LTDA ME;04/02/2010;Mirim Doce;SC
MAURO CESAR GONCALVES BRANDAO - ME;04/01/2017;Embu das Artes;SP
SPIDERNET SERVIÇOS DE INTERNET LTDA ME;13/08/2015;Campo Grande;MS
ROBSON RIBEIRO DA SILVA ME;31/07/2014;Araguaína;TO
BR AUTOMAÇÃO E CONSULTORIA LTDA;12/02/2010;Baependi;MG
HENOCH ADONAI TAVARES - ME;24/01/2014;Monte Belo;MG
PERKONS S/A.;18/08/2009;Pinhais;PR
TCD PROCESSAMENTO DE DADOS LTDA;30/05/2011;Curitiba;PR
INA TELECOM EIRELI - EPP;12/03/2010;Catalão;GO
CLECIA S. L. P. COSTA COMUNICACAO MULTIMIDIA - ME;21/06/2017;Caruaru;PE
FABIO SILVA SOARES - ME;08/01/2015;Valparaíso de Goiás;GO
OBTI - OPERADORA BRASILEIRA DE TELECOMUNICACAO E INTERNET LTDA - ME;28/04/2010;Brasília;DF
SPEEDZONE TELECOMUNICAÇÕES LTDA - ME;16/09/2010;Salvador;BA
HTM SERVICOS DE TELECOMUNICACOES EIRELI - EPP;15/03/2017;Guaraciaba do Norte;CE
RONDON - TELECOM LTDA-ME;16/01/2009;Ariquemes;RO
LIVE TELECOM LTDA - ME;30/09/2014;Sarandi;PR
WILYAN DE LIMA SANTOS SERVICOS DE COMUNICACAO MULTIMIDIA - ME;09/06/2017;Petrolina;PE
SPEEDNET TELECOMUNICACAO LTDA  - ME;21/09/2011;Belo Horizonte;MG
DARIO FERNANDES DA SILVA TELECOMUNICACOES;31/10/2016;Maceió;AL
MARIZETE DA SILVEIRA FERREIRA - ME;19/05/2010;Ivinhema;MS
HZ TELECOMUNICACOES E INFORMATICA LTDA;04/02/2010;Sete Lagoas;MG
J. TEIXEIRA DOS SANTOS - ME;28/07/2016;Limeira;SP
RESOLUTTE SERVICOS EM COMUNICACAO LTDA;07/08/2017;Botucatu;SP
A2 TELECOM EIRELI - ME;27/07/2016;Maceió;AL
SITE SOLUCOES EM INFORMATICA, TELECOMUNICACOES E ENGENHARIA LTDA;03/06/2011;Mantena;MG
ADALBERTO GONCALVES NOGUEIRA - ME;04/01/2017;Russas;CE
MINAS TURBO PROVEDOR DE INTERNET LTDA - ME;16/04/2010;Carmo do Rio Claro;MG
BRITO & GONCALVES LTDA - ME;21/06/2016;Ivinhema;MS
AVNET COMUNICAÇÃO SEM FRONTEIRAS LTDA;05/11/2009;Santa Inês;MA
RAYANNE M. DO P. SANTANA INFORMÁTICA -ME;02/04/2013;São Sebastião;SP
CRUISER INFORMÁTICA SERVIÇOS E CONSULTORIA LTDA;09/05/2006;Niterói;RJ
L D M L A DE M MEDEIROS;30/11/2015;Angicos;RN
FALCON COMUNICAÇÕES E INFORMÁTICA LTDA - ME;10/02/2016;Rio de Janeiro;RJ
VOINER CORSINI MARTINS - ME;06/07/2017;Santiago;RS
JOSE SCHEIDEN MAGALHAES SOUSA;11/08/2016;Itapipoca;CE
ULTRANET - CONSULTORIA E SOLUÇÕES DE INTERNET LTDA - ME;02/03/2015;Galiléia;MG
ICONECT TELECOMUNICAÇÕES INTERNET E SERVIÇOS LTDA;07/11/2011;Senhor do Bonfim;BA
NETSEG INTERNET E SEGURANCA LTDA - ME;21/11/2016;Sinop;MT
G T LOPES & CIA LTDA - ME;02/10/2017;Buriticupu;MA
NET AMIGA LTDA;25/08/2011;Itapuranga;GO
BARUQUE INFORMÁTICA LTDA - ME;24/10/2016;Rio de Janeiro;RJ
R. R. DA SILVA TELECOMUNICAÇÕES ME;12/01/2012;Itaquaquecetuba;SP
READYTECH - INFORMATICA E TELECOMUNICACOES LTDA - ME;13/03/2017;Vera Cruz;BA
FORTEL FORTALEZA TELECOMUNICAÇÕES LTDA;16/06/2014;Fortaleza;CE
COMERCIO DE COMPONENTES E ACESSORIOS DE INFORMATICA PORCIUNCULA & IZAGUIRRY LTDA;27/05/2009;Rosário do Sul;RS
A G P DA SILVA - ME;09/06/2017;Catarina;CE
CERTELNET PROVEDOR DE ACESSO A REDES DE COMUNICACAO LTDA;13/03/2017;Teutônia;RS
PR COMUNICACAO LTDA;14/11/2011;Maringá;PR
NETO E VIEIRA COMÉRCIO DE INFORMÁTICA LTDA - EPP;07/08/2009;Formigueiro;RS
IBSOL TELECOM LTDA - ME;28/07/2010;Andaraí;BA
BITMAIL SERVIÇOS DE INFORMÁTICA LTDA;20/11/2015;Caxias;MA
SARTORI TECNOLOGIA DA INFORMAÇÃO LTDA ME;06/04/2010;Tambaú;SP
MARQUES COMÉRCIO E SERVIÇOS DE INFORMÁTICA - EIRELI - ME;02/03/2016;Campestre do Maranhão;MA
JCF TELECOMUNICAÇÕES LTDA;23/06/2010;Sarandi;PR
SILVA SOUZA COMERCIO E SERVICOS DE INFORMATICA LTDA ME;08/07/2015;Igarapé-Miri;PA
B. C. F. FERREIRA - INFORMATICA ME;08/04/2015;Tangará da Serra;MT
MAXIMA SEGURANCA E TELECOMUNICACOES LTDA - EPP;22/12/2016;Rosário do Sul;RS
PLUGNET TECNOLOGIA E INFORMATICA LTDA;09/07/2010;Oliveira;MG
MAISSA MURIEL SOUZA DE CARVALHO - ME;18/03/2015;Tobias Barreto;SE
ADRIANO SEABRA LEAL - ME;21/10/2014;Ibirité;MG
ENOVE SOLUCOES EM COMUNICACAO LTDA - ME;12/04/2011;Embu-Guaçu;SP
ALEXSANDRO PAULINO BARBOSA ME;15/08/2012;Ibateguara;AL
CLEAN NET TELECOM LTDA. - EPP;07/08/2009;Campo Bom;RS
TOPNET TELECOM SERVIÇOS LTDA - ME;21/03/2016;Poço Redondo;SE
